undefined,declaration_type,year_in_yy,month,running_no,item_no,origin_country_code,destination_country_code,transportation,tax_id,company_branch,customs_coordinates,product_statistic_code,product_statistic_code_unit,privilege_code,duty_rate_by_percent,duty_rate_by_condition,is_a_net_transaction_brought_back,use_the_rights_to_promote_investment,use_the_rights_bonded_warehouse,exercising_the_right_to_claim_duty_under_section_19_bis,use_the_right_reimport_reexport,use_the_right_freezone,use_the_right_epz,multiple_boat_declaration_approval_lists_or_claim_duty_compensation,import_or_export_date,payment_place_code,payment_number,payment_date,release_location_code,release_date,pickup_location_code,pickup_date,making_year,making_month,weigth,volume,value_in_baht,value_in_other_currency,currency_code,duty,vat,excise_tax,fee,ministry_of_commerce_fee,interior_tax,other_tax,excise_coordinate,excise_tax_by_percent,excise_tax_by_condition,import_or_export_customs_set,hscode
A014,1,63,01,05480,0001,GB,GB,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200114,2840,20200116,2801,20200120,2563,01,00000000013392,00000000000558,0000000000525164,0000000000017544,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05480,0002,GB,GB,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200126,2801,000000,20200114,2840,20200116,2801,20200120,2563,01,00000000009600,00000000000400,0000000000363529,0000000000012144,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05481,0001,SG,SG,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200130,0110,000000,20200114,0110,20200116,0110,20200118,2563,01,00000000054000,00000000001800,0000000002173461,0000000000072606,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05483,0001,DE,DE,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200130,2801,000000,20200114,2840,20200117,2801,20200120,2563,01,00000000064530,00000000003585,0000000002163503,0000000000072274,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A014,1,63,01,05483,0002,DE,DE,1,    0105522018355,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200130,2801,000000,20200114,2840,20200117,2801,20200120,2563,01,00000000021520,00000000000790,0000000000760141,0000000000025393,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05556,0001,CN,DE,1,    0345547000393,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,2801,000000,20200114,2816,20200120,2801,20200123,2563,01,00000000089793,00000000004950,0000000003198654,0000000000106854,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05556,0002,CN,DE,1,    0345547000393,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,2801,000000,20200114,2816,20200120,2801,20200123,2563,01,00000000001634,00000000000060,0000000000063114,0000000000002108,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,05556,0003,CN,DE,1,    0345547000393,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,2801,000000,20200114,2816,20200120,2801,20200123,2563,01,00000000003269,00000000000120,0000000000131121,0000000000004380,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A014,1,63,01,05556,0004,CN,DE,1,    0345547000393,0000,000010063030,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200202,2801,000000,20200114,2816,20200120,2801,20200123,2563,01,00000000001800,00000000000060,0000000000075975,0000000000002538,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063030003
A014,1,63,01,06344,0004,LA,LA,3,    0575549000411,0000,000015119039,000,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,4401,000000,20200114,4401,20200114,4402,20200114,2563,01,00000000000880,00000000000960,0000000000024560,0000000000024560,THB,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000015119039000
A014,1,63,01,06428,0005,NL,NL,1,    0125542007626,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,Y,20200130,2801,000000,20200114,2840,20200116,2801,20200120,2563,01,00000000000225,00000000000450,0000000000014884,0000000000000450,EUR,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      9PART3,000010063040001
A014,1,63,01,06551,0001,MU,KE,1,    0605545000458,0000,000010063099,601,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,0152,000000,20200114,0251,20200116,0250,20200124,2563,01,00000000182000,00000000003640,0000000002152020,0000000000071890,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099601
A014,1,63,01,06819,0001,HK,HK,1,    0105525013800,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,0152,000000,20200114,0251,20200115,0250,20200119,2563,01,00000000044000,00000000044000,0000000001475192,0000000000049280,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,06848,0001,PL,PL,1,    0105525013800,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2811,20200116,2801,20200119,2563,01,00000000042676,00000000042676,0000000001507452,0000000000050358,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,06852,0001,MQ,MQ,1,    0105531002385,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,0152,000000,20200114,0252,20200115,0250,20200119,2563,01,00000000010000,00000000010000,0000000000332277,0000000000011100,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07315,0001,HK,HK,1,    0105553123673,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200116,2801,20200120,2563,01,00000000250000,00000000005000,0000000008613767,0000000000287750,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07394,0001,US,US,1,    0105530058921,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2815,20200114,2801,20200119,2563,01,00000000003856,00000000000170,0000000000129267,0000000000004318,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07394,0002,US,US,1,    0105530058921,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2815,20200114,2801,20200119,2563,01,00000000003405,00000000000150,0000000000118237,0000000000003950,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07394,0003,US,US,1,    0105530058921,0000,000010062010,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2815,20200114,2801,20200119,2563,01,00000000006804,00000000000300,0000000000226082,0000000000007552,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010001
A014,1,63,01,07394,0004,US,US,1,    0105530058921,0000,000010062090,612,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2815,20200114,2801,20200119,2563,01,00000000006804,00000000000300,0000000000403281,0000000000013472,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090612
A014,1,63,01,07619,0001,AE,AE,1,    0195545000681,0000,000010063099,012,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2812,20200115,2801,20200118,2563,01,00000000046000,00000000001150,0000000000674733,0000000000022540,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063099012
A014,1,63,01,07619,0002,AE,AE,1,    0195545000681,0000,000010062090,003,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2812,20200115,2801,20200118,2563,01,00000000023000,00000000000575,0000000000557687,0000000000018630,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062090003
A014,1,63,01,07629,0001,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000008826,00000000000648,0000000000317038,0000000000010591,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07629,0002,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000006803,00000000000625,0000000000254540,0000000000008503,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07629,0003,US,US,1,    0105542066011,0000,000010062010,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000000653,00000000000060,0000000000026195,0000000000000875,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010001
A014,1,63,01,07630,0001,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000012340,00000000000906,0000000000443266,0000000000014808,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07630,0002,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000004571,00000000000420,0000000000171051,0000000000005714,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07632,0001,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000015673,00000000001440,0000000000586461,0000000000019591,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07635,0001,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000006530,00000000000720,0000000000218945,0000000000007314,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07635,0002,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000006804,00000000000300,0000000000232192,0000000000007757,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07635,0003,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000003402,00000000000300,0000000000117114,0000000000003912,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07638,0001,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000009561,00000000000702,0000000000343458,0000000000011473,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07638,0002,US,US,1,    0105542066011,0000,000010062010,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2820,20200115,2801,20200118,2563,01,00000000007355,00000000000540,0000000000284013,0000000000009488,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010062010001
A014,1,63,01,07640,0001,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200115,2801,20200119,2563,01,00000000007881,00000000000695,0000000000280752,0000000000009379,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
A014,1,63,01,07640,0002,US,US,1,    0105542066011,0000,000010063040,001,KGM,003,000000000000000000,000000000000000000,N,N,N,N,N,N,N,N,20200203,2801,000000,20200114,2836,20200115,2801,20200119,2563,01,00000000003402,00000000000300,0000000000121188,0000000000004048,USD,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,000000000000,000000000000000000,000000000000000000,      1PART3,000010063040001
